category,brand,name,price_eur,rating_count,specs,image_url
CPU,Intel,Intel Core Ultra 7 270K Plus,323.08,0,"{""Core Count"":""24"",""Integrated Graphics"":""Intel Xe"",""Microarchitecture"":""Arrow Lake"",""Performance Core Boost Clock"":""5.4 GHz"",""Performance Core Clock"":""3.7 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c4b5624c89e3de4ef9eef2f2a3ae262d.256p.jpg
CPU,Intel,Intel Core i7-14700K,379.54,49,"{""Core Count"":""20"",""Integrated Graphics"":""Intel UHD Graphics 770"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""5.6 GHz"",""Performance Core Clock"":""3.4 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c3e5d01cec2fa20b6f47fe8a400c08d6.256p.jpg
CPU,Intel,Intel Core i5-12400F,164.98,106,"{""Core Count"":""6"",""Integrated Graphics"":""None"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""4.4 GHz"",""Performance Core Clock"":""2.5 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/5fe3c9cc8cbaaa4aa52aed7389d2cc10.256p.jpg
CPU,Intel,Intel Core i9-14900K,459.9,41,"{""Core Count"":""24"",""Integrated Graphics"":""Intel UHD Graphics 770"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""6 GHz"",""Performance Core Clock"":""3.2 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c9117c605854e9387e57cd69ebca2415.256p.jpg
CPU,Intel,Intel Core Ultra 9 285K,569.97,11,"{""Core Count"":""24"",""Integrated Graphics"":""Intel Xe"",""Microarchitecture"":""Arrow Lake"",""Performance Core Boost Clock"":""5.7 GHz"",""Performance Core Clock"":""3.7 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/d658fbb8695607dc4964431e6b6b9373.256p.jpg
CPU,Intel,Intel Core i5-12600KF,182.48,98,"{""Core Count"":""10"",""Integrated Graphics"":""None"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""4.9 GHz"",""Performance Core Clock"":""3.7 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/01163d618db9518d03041c9997e23bb1.256p.jpg
CPU,Intel,Intel Core Ultra 5 250K Plus,224.09,1,"{""Core Count"":""18"",""Integrated Graphics"":""Intel Xe"",""Microarchitecture"":""Arrow Lake"",""Performance Core Boost Clock"":""5.3 GHz"",""Performance Core Clock"":""4.2 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/47414c72d8bdf9fe8b6e94a257f722cb.256p.jpg
CPU,Intel,Intel Core Ultra 7 265K,322.32,27,"{""Core Count"":""20"",""Integrated Graphics"":""Intel Xe"",""Microarchitecture"":""Arrow Lake"",""Performance Core Boost Clock"":""5.5 GHz"",""Performance Core Clock"":""3.9 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/19fb12d5828d3ae540e91eefa4160b79.256p.jpg
CPU,Intel,Intel Core i5-14400F,179.99,2,"{""Core Count"":""10"",""Integrated Graphics"":""None"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""4.7 GHz"",""Performance Core Clock"":""2.5 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/1a89e55daad13315da1822c1630dc26c.256p.jpg
CPU,Intel,Intel Core i7-12700KF,279.08,68,"{""Core Count"":""12"",""Integrated Graphics"":""None"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""5 GHz"",""Performance Core Clock"":""3.6 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/b69e4a2d3dd9f8fac9ed6bf1b631b0ce.256p.jpg
CPU,Intel,Intel Core Ultra 7 265KF,240.99,8,"{""Core Count"":""20"",""Integrated Graphics"":""None"",""Microarchitecture"":""Arrow Lake"",""Performance Core Boost Clock"":""5.5 GHz"",""Performance Core Clock"":""3.9 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/fcf1376b4011b81307f2eb83fb68d582.256p.jpg
CPU,Intel,Intel Core i5-14600K,260.94,28,"{""Core Count"":""14"",""Integrated Graphics"":""Intel UHD Graphics 770"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""5.3 GHz"",""Performance Core Clock"":""3.5 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c8f65245aff45313f03aaad255078883.256p.jpg
CPU,Intel,Intel Core i5-12600K,216.86,161,"{""Core Count"":""10"",""Integrated Graphics"":""Intel UHD Graphics 770"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""4.9 GHz"",""Performance Core Clock"":""3.7 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/3f727799b9fc5e83f0e8953759946bd2.256p.jpg
CPU,Intel,Intel Core Ultra 5 250KF Plus,212.94,0,"{""Core Count"":""18"",""Integrated Graphics"":""None"",""Microarchitecture"":""Arrow Lake"",""Performance Core Boost Clock"":""5.3 GHz"",""Performance Core Clock"":""4.2 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/8d6eb5478d5a47b1918d757097a5b0ed.256p.jpg
CPU,Intel,Intel Core i3-12100F,82.0,57,"{""Core Count"":""4"",""Integrated Graphics"":""None"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""4.3 GHz"",""Performance Core Clock"":""3.3 GHz"",""TDP"":""58 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c67d8f42c0e57b268f068172e9a3f571.256p.jpg
CPU,Intel,Intel Core i7-12700K,350.06,153,"{""Core Count"":""12"",""Integrated Graphics"":""Intel UHD Graphics 770"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""5 GHz"",""Performance Core Clock"":""3.6 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/3f7037db801def4db8418df8e7498e6a.256p.jpg
CPU,Intel,Intel Core Ultra 5 225F,148.67,1,"{""Core Count"":""10"",""Integrated Graphics"":""None"",""Microarchitecture"":""Arrow Lake"",""Performance Core Boost Clock"":""4.9 GHz"",""Performance Core Clock"":""3.3 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/4ac0c32ed331c672ee51af4d468f3d72.256p.jpg
CPU,Intel,Intel Core i7-14700F,299.9,1,"{""Core Count"":""20"",""Integrated Graphics"":""None"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""5.4 GHz"",""Performance Core Clock"":""2.1 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/367d869b80f32e8faa3075378677e28e.256p.jpg
CPU,Intel,Intel Core i9-12900K,365.98,75,"{""Core Count"":""16"",""Integrated Graphics"":""Intel UHD Graphics 770"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""5.2 GHz"",""Performance Core Clock"":""3.2 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/b9d3c68bbf713cdd1211f3792040ce95.256p.jpg
CPU,Intel,Intel Core i5-14600KF,236.99,14,"{""Core Count"":""14"",""Integrated Graphics"":""None"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""5.3 GHz"",""Performance Core Clock"":""3.5 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c8f65245aff45313f03aaad255078883.256p.jpg
CPU,Intel,Intel Core i7-14700KF,340.9,17,"{""Core Count"":""20"",""Integrated Graphics"":""None"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""5.6 GHz"",""Performance Core Clock"":""3.4 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/92061d6108d4c4bf0deb77943506df11.256p.jpg
CPU,Intel,Intel Core i9-14900KF,408.9,15,"{""Core Count"":""24"",""Integrated Graphics"":""None"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""6 GHz"",""Performance Core Clock"":""3.2 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c9117c605854e9387e57cd69ebca2415.256p.jpg
CPU,Intel,Intel Core Ultra 5 245K,179.99,1,"{""Core Count"":""14"",""Integrated Graphics"":""Intel Xe"",""Microarchitecture"":""Arrow Lake"",""Performance Core Boost Clock"":""5.2 GHz"",""Performance Core Clock"":""4.2 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/1e9e70d03e7edd0274691d5f49a34a50.256p.jpg
CPU,Intel,Intel Core i5-13400F,196.99,22,"{""Core Count"":""10"",""Integrated Graphics"":""None"",""Microarchitecture"":""Raptor Lake"",""Performance Core Boost Clock"":""4.6 GHz"",""Performance Core Clock"":""2.5 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/17d82d241bff0efdd1c32fbcf9822c14.256p.jpg
CPU,Intel,Intel Core i3-14100F,97.0,1,"{""Core Count"":""4"",""Integrated Graphics"":""None"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""4.7 GHz"",""Performance Core Clock"":""3.5 GHz"",""TDP"":""58 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/874cc0e600bde06d75755309677a87e2.256p.jpg
CPU,Intel,Intel Core i7-9700K,297.64,225,"{""Core Count"":""8"",""Integrated Graphics"":""Intel UHD Graphics 630"",""Microarchitecture"":""Coffee Lake Refresh"",""Performance Core Boost Clock"":""4.9 GHz"",""Performance Core Clock"":""3.6 GHz"",""TDP"":""95 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/3760e89d1820da393f084e2c18a62e3b.256p.jpg
CPU,Intel,Intel Core Ultra 5 245KF,169.9,0,"{""Core Count"":""14"",""Integrated Graphics"":""None"",""Microarchitecture"":""Arrow Lake"",""Performance Core Boost Clock"":""5.2 GHz"",""Performance Core Clock"":""4.2 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/86f90b80222ce0831fa4c548b8af3df2.256p.jpg
CPU,Intel,Intel Core i9-14900KS,707.07,2,"{""Core Count"":""24"",""Integrated Graphics"":""Intel UHD Graphics 770"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""6.2 GHz"",""Performance Core Clock"":""3.2 GHz"",""TDP"":""150 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/7f03744e2c593edbbf711b21d85c59b3.256p.jpg
CPU,Intel,Intel Core i7-8700K,216.28,307,"{""Core Count"":""6"",""Integrated Graphics"":""Intel UHD Graphics 630"",""Microarchitecture"":""Coffee Lake"",""Performance Core Boost Clock"":""4.7 GHz"",""Performance Core Clock"":""3.7 GHz"",""TDP"":""95 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/d7dea28613ac935e748d330d16ffea69.256p.jpg
CPU,Intel,Intel Xeon E5-2680 V4,139.99,2,"{""Core Count"":""14"",""Integrated Graphics"":""None"",""Microarchitecture"":""Broadwell"",""Performance Core Boost Clock"":""3.3 GHz"",""Performance Core Clock"":""2.4 GHz"",""TDP"":""120 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/fe223eeb7f193ce69814603b89175472.256p.jpg
CPU,Intel,Intel Core i9-9900K,468.41,211,"{""Core Count"":""8"",""Integrated Graphics"":""Intel UHD Graphics 630"",""Microarchitecture"":""Coffee Lake Refresh"",""Performance Core Boost Clock"":""5 GHz"",""Performance Core Clock"":""3.6 GHz"",""TDP"":""95 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/76f85d74fb4d0e2cc31f940bee5905c4.256p.jpg
CPU,Intel,Intel Core i7-7700K,411.9,302,"{""Core Count"":""4"",""Integrated Graphics"":""Intel HD Graphics 630"",""Microarchitecture"":""Kaby Lake"",""Performance Core Boost Clock"":""4.5 GHz"",""Performance Core Clock"":""4.2 GHz"",""TDP"":""91 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/e466732c63d1d636cf13e256bb7cf5ff.256p.jpg
CPU,Intel,Intel Core i3-4150,79.27,35,"{""Core Count"":""2"",""Integrated Graphics"":""Intel HD Graphics 4400"",""Microarchitecture"":""Haswell Refresh"",""Performance Core Boost Clock"":"""",""Performance Core Clock"":""3.5 GHz"",""TDP"":""54 W""}",https://m.media-amazon.com/images/I/51aP8famPoL.jpg
CPU,Intel,Intel Core Ultra 5 225,158.9,0,"{""Core Count"":""10"",""Integrated Graphics"":""Intel Xe"",""Microarchitecture"":""Arrow Lake"",""Performance Core Boost Clock"":""4.9 GHz"",""Performance Core Clock"":""3.3 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/58a1d2f8d0a6d13c9a6bd33593b65980.256p.jpg
CPU,Intel,Intel Core i5-12400,210.9,38,"{""Core Count"":""6"",""Integrated Graphics"":""Intel UHD Graphics 730"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""4.4 GHz"",""Performance Core Clock"":""2.5 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/331bcd7f5044608c8b4e0a2437219229.256p.jpg
CPU,Intel,Intel Core i9-13900K,544.46,68,"{""Core Count"":""24"",""Integrated Graphics"":""Intel UHD Graphics 770"",""Microarchitecture"":""Raptor Lake"",""Performance Core Boost Clock"":""5.8 GHz"",""Performance Core Clock"":""3 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/9ec7bf0f10e60c175e9b64c51bab7240.256p.jpg
CPU,Intel,Intel Core i5-6500,70.86,234,"{""Core Count"":""4"",""Integrated Graphics"":""Intel HD Graphics 530"",""Microarchitecture"":""Skylake"",""Performance Core Boost Clock"":""3.6 GHz"",""Performance Core Clock"":""3.2 GHz"",""TDP"":""65 W""}",https://m.media-amazon.com/images/I/51LGOgLV8TL.jpg
CPU,Intel,Intel Core i7-6700K,249.0,509,"{""Core Count"":""4"",""Integrated Graphics"":""Intel HD Graphics 530"",""Microarchitecture"":""Skylake"",""Performance Core Boost Clock"":""4.2 GHz"",""Performance Core Clock"":""4 GHz"",""TDP"":""91 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/614a9c530cce56d1fafbc5ba97920ab1.256p.jpg
CPU,Intel,Intel Core i9-12900KF,310.99,8,"{""Core Count"":""16"",""Integrated Graphics"":""None"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""5.2 GHz"",""Performance Core Clock"":""3.2 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c3d3a6843e0c0a5d98155e9fa68c092c.256p.jpg
CPU,Intel,Intel Core i5-11400F,199.34,24,"{""Core Count"":""6"",""Integrated Graphics"":""None"",""Microarchitecture"":""Rocket Lake"",""Performance Core Boost Clock"":""4.4 GHz"",""Performance Core Clock"":""2.6 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/1cd42b90d913aa4fe2338eb376fd3e2d.256p.jpg
CPU,Intel,Intel Core i7-6700,175.14,43,"{""Core Count"":""4"",""Integrated Graphics"":""Intel HD Graphics 530"",""Microarchitecture"":""Skylake"",""Performance Core Boost Clock"":""4 GHz"",""Performance Core Clock"":""3.4 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/771dc6ddec2978c73f3362ac4a8b540e.256p.jpg
CPU,Intel,Intel Core i7-4790K,201.46,565,"{""Core Count"":""4"",""Integrated Graphics"":""Intel HD Graphics 4600"",""Microarchitecture"":""Haswell Refresh"",""Performance Core Boost Clock"":""4.4 GHz"",""Performance Core Clock"":""4 GHz"",""TDP"":""88 W""}",https://m.media-amazon.com/images/I/51D3J+33JwL.jpg
CPU,Intel,Intel Core i5-14400,202.11,2,"{""Core Count"":""10"",""Integrated Graphics"":""Intel UHD Graphics 730"",""Microarchitecture"":""Raptor Lake Refresh"",""Performance Core Boost Clock"":""4.7 GHz"",""Performance Core Clock"":""2.5 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/be9f67b5c1dc033e0373e28beba6a220.256p.jpg
CPU,Intel,Intel Core i5-10400,165.59,63,"{""Core Count"":""6"",""Integrated Graphics"":""Intel UHD Graphics 630"",""Microarchitecture"":""Comet Lake"",""Performance Core Boost Clock"":""4.3 GHz"",""Performance Core Clock"":""2.9 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c18ee131d4d211b2ad40882e5b997371.256p.jpg
CPU,Intel,Intel Core i3-12100,160.99,17,"{""Core Count"":""4"",""Integrated Graphics"":""Intel UHD Graphics 730"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""4.3 GHz"",""Performance Core Clock"":""3.3 GHz"",""TDP"":""60 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/7fc9bd473f09de3bff4a5a44e832f399.256p.jpg
CPU,Intel,Intel Core i7-12700F,219.9,10,"{""Core Count"":""12"",""Integrated Graphics"":""None"",""Microarchitecture"":""Alder Lake"",""Performance Core Boost Clock"":""4.9 GHz"",""Performance Core Clock"":""2.1 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/1d6c5691988047da895d68961c33fe95.256p.jpg
CPU,Intel,Intel Core i5-13600KF,273.65,65,"{""Core Count"":""14"",""Integrated Graphics"":""None"",""Microarchitecture"":""Raptor Lake"",""Performance Core Boost Clock"":""5.1 GHz"",""Performance Core Clock"":""3.5 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/d151778af9f52d6ab1f9475a0ae84dc0.256p.jpg
CPU,Intel,Intel Core i7-13700KF,470.29,28,"{""Core Count"":""16"",""Integrated Graphics"":""None"",""Microarchitecture"":""Raptor Lake"",""Performance Core Boost Clock"":""5.4 GHz"",""Performance Core Clock"":""3.4 GHz"",""TDP"":""125 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/b2de198020c1bb1bda375064b94e60dc.256p.jpg
CPU,Intel,Intel Core i5-8400,190.11,87,"{""Core Count"":""6"",""Integrated Graphics"":""Intel UHD Graphics 630"",""Microarchitecture"":""Coffee Lake"",""Performance Core Boost Clock"":""4 GHz"",""Performance Core Clock"":""2.8 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/066a1b8f33dd5d26a14a4a76eb254032.256p.jpg
CPU,Intel,Intel Core i5-4690,110.23,42,"{""Core Count"":""4"",""Integrated Graphics"":""Intel HD Graphics 4600"",""Microarchitecture"":""Haswell Refresh"",""Performance Core Boost Clock"":""3.9 GHz"",""Performance Core Clock"":""3.5 GHz"",""TDP"":""84 W""}",https://m.media-amazon.com/images/I/51vb+UYTxSL.jpg
CPU,AMD,AMD Ryzen 7 9800X3D,388.9,423,"{""Core Count"":""8"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 5"",""Performance Core Boost Clock"":""5.2 GHz"",""Performance Core Clock"":""4.7 GHz"",""TDP"":""120 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/7e2d17b7b777f8b56e1b5119aa97be20.256p.jpg
CPU,AMD,AMD Ryzen 7 7800X3D,356.98,648,"{""Core Count"":""8"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 4"",""Performance Core Boost Clock"":""5 GHz"",""Performance Core Clock"":""4.2 GHz"",""TDP"":""120 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/f0e0e59d75066ec825667b71c31e3c83.256p.jpg
CPU,AMD,AMD Ryzen 5 9600X,181.39,126,"{""Core Count"":""6"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 5"",""Performance Core Boost Clock"":""5.4 GHz"",""Performance Core Clock"":""3.9 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/8a0df381931efb7323f458cfc42260f8.256p.jpg
CPU,AMD,AMD Ryzen 5 5500,79.24,96,"{""Core Count"":""6"",""Integrated Graphics"":""None"",""Microarchitecture"":""Zen 3"",""Performance Core Boost Clock"":""4.2 GHz"",""Performance Core Clock"":""3.6 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/49fca908d8863ded4df790bd3af6bc12.256p.jpg
CPU,AMD,AMD Ryzen 9 9950X3D,623.9,68,"{""Core Count"":""16"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 5"",""Performance Core Boost Clock"":""5.7 GHz"",""Performance Core Clock"":""4.3 GHz"",""TDP"":""170 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c091adac8120c424d3fcf03bec914302.256p.jpg
CPU,AMD,AMD Ryzen 5 7600X,163.59,350,"{""Core Count"":""6"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 4"",""Performance Core Boost Clock"":""5.3 GHz"",""Performance Core Clock"":""4.7 GHz"",""TDP"":""105 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/fd6305088c9d16d59017b380fb9c408a.256p.jpg
CPU,AMD,AMD Ryzen 5 5600,142.12,192,"{""Core Count"":""6"",""Integrated Graphics"":""None"",""Microarchitecture"":""Zen 3"",""Performance Core Boost Clock"":""4.4 GHz"",""Performance Core Clock"":""3.5 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/49fca908d8863ded4df790bd3af6bc12.256p.jpg
CPU,AMD,AMD Ryzen 7 7700X,225.36,218,"{""Core Count"":""8"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 4"",""Performance Core Boost Clock"":""5.4 GHz"",""Performance Core Clock"":""4.5 GHz"",""TDP"":""105 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/6d3fb7600f26fb1e94e8b0c1a99e0bfa.256p.jpg
CPU,AMD,AMD Ryzen 5 5600X,161.0,725,"{""Core Count"":""6"",""Integrated Graphics"":""None"",""Microarchitecture"":""Zen 3"",""Performance Core Boost Clock"":""4.6 GHz"",""Performance Core Clock"":""3.7 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/3ef757133d38ac40afe75da691ba7d60.256p.jpg
CPU,AMD,AMD Ryzen 7 9850X3D,482.0,6,"{""Core Count"":""8"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 5"",""Performance Core Boost Clock"":""5.6 GHz"",""Performance Core Clock"":""4.7 GHz"",""TDP"":""120 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/26dbc0263d53e907355129f9e3131021.256p.jpg
CPU,AMD,AMD Ryzen 7 9700X,277.59,116,"{""Core Count"":""8"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 5"",""Performance Core Boost Clock"":""5.5 GHz"",""Performance Core Clock"":""3.8 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/a0f5a161d8c7ff3c6b0827423537a029.256p.jpg
CPU,AMD,AMD Ryzen 7 5800X,204.36,360,"{""Core Count"":""8"",""Integrated Graphics"":""None"",""Microarchitecture"":""Zen 3"",""Performance Core Boost Clock"":""4.7 GHz"",""Performance Core Clock"":""3.8 GHz"",""TDP"":""105 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/9b4cefb2e43f2c358f3a97a31e1be90b.256p.jpg
CPU,AMD,AMD Ryzen 7 5700X,148.66,130,"{""Core Count"":""8"",""Integrated Graphics"":""None"",""Microarchitecture"":""Zen 3"",""Performance Core Boost Clock"":""4.6 GHz"",""Performance Core Clock"":""3.4 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/a0931f2db7bb9c37a199429c85a0d2e1.256p.jpg
CPU,AMD,AMD Ryzen 5 7500F,135.41,32,"{""Core Count"":""6"",""Integrated Graphics"":""None"",""Microarchitecture"":""Zen 4"",""Performance Core Boost Clock"":""5 GHz"",""Performance Core Clock"":""3.7 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/521c4c2de515ace1e8bb11575e797393.256p.jpg
CPU,AMD,AMD Ryzen 9 9900X,343.9,50,"{""Core Count"":""12"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 5"",""Performance Core Boost Clock"":""5.6 GHz"",""Performance Core Clock"":""4.4 GHz"",""TDP"":""120 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/8148c56c91723188e32a508682fa9854.256p.jpg
CPU,AMD,AMD Ryzen 5 3600,150.0,1194,"{""Core Count"":""6"",""Integrated Graphics"":""None"",""Microarchitecture"":""Zen 2"",""Performance Core Boost Clock"":""4.2 GHz"",""Performance Core Clock"":""3.6 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c7baf2c9c9cc15ae23adb24c2f4316fc.256p.jpg
CPU,AMD,AMD Ryzen 9 9950X3D2,872.0,1,"{""Core Count"":""16"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 5"",""Performance Core Boost Clock"":""5.6 GHz"",""Performance Core Clock"":""4.3 GHz"",""TDP"":""200 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c2478db9b5080594a0df3021f1064a52.256p.jpg
CPU,AMD,AMD Ryzen 5 7500X3D,222.88,0,"{""Core Count"":""6"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 4"",""Performance Core Boost Clock"":""4.5 GHz"",""Performance Core Clock"":""4 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/c9f56052bf41c1d121d4c980e91ca6ec.256p.jpg
CPU,AMD,AMD Ryzen 7 5800XT,244.9,13,"{""Core Count"":""8"",""Integrated Graphics"":""None"",""Microarchitecture"":""Zen 3"",""Performance Core Boost Clock"":""4.8 GHz"",""Performance Core Clock"":""3.8 GHz"",""TDP"":""105 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/ce5ffddc2c5a21f074f6abcc6e972249.256p.jpg
CPU,AMD,AMD Ryzen 5 7600,173.45,202,"{""Core Count"":""6"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 4"",""Performance Core Boost Clock"":""5.1 GHz"",""Performance Core Clock"":""3.8 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/f0d757d712dd7145ecf00152653e5ec1.256p.jpg
CPU,AMD,AMD Ryzen 9 7900X,307.39,103,"{""Core Count"":""12"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 4"",""Performance Core Boost Clock"":""5.6 GHz"",""Performance Core Clock"":""4.7 GHz"",""TDP"":""170 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/8de723005cfc1b85071c4abf4d76bd4e.256p.jpg
CPU,AMD,AMD Ryzen 9 9950X,498.9,24,"{""Core Count"":""16"",""Integrated Graphics"":""Radeon"",""Microarchitecture"":""Zen 5"",""Performance Core Boost Clock"":""5.7 GHz"",""Performance Core Clock"":""4.3 GHz"",""TDP"":""170 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/53669af807496f1034349a25fc685672.256p.jpg
CPU,AMD,AMD Ryzen 5 5600G,154.12,149,"{""Core Count"":""6"",""Integrated Graphics"":""Radeon Vega 7"",""Microarchitecture"":""Zen 3"",""Performance Core Boost Clock"":""4.4 GHz"",""Performance Core Clock"":""3.9 GHz"",""TDP"":""65 W""}",https://cdna.pcpartpicker.com/static/forever/images/product/1dd09dfdc581be6224a323d49d714c7f.256p.jpg
