category,brand,name,price,rating_count,specs,image_url
CASE,Cougar,Cougar FV150 RGB,146500,0,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://m.media-amazon.com/images/I/41ws9F8c4KL.jpg
CASE,PC Cooler,PC Cooler C3 T500 ARGB,108100,3,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://m.media-amazon.com/images/I/41nyxOlZgLL.jpg
CASE,HAVN,HAVN BF 360,251500,0,"{""Color"": ""White"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/072568f722371a06cd1b7ba5eee42eaa.256p.jpg
CASE,Thermaltake,Thermaltake The Tower 250,214500,0,"{""Color"": ""White"", ""Internal 3.5\"" Bays"": ""1"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""330 mm"", ""Form Factor"": ""Mini ITX Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/9a93170c1fa8b3bcc38635934e94a4a8.256p.jpg
CASE,ASUS,Asus A23 Hatsune Miku Edition,187900,0,"{""Color"": ""White / Teal"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""330 mm"", ""Form Factor"": ""MicroATX Mini Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/04f304c412f2e4c3c255341423a80b94.256p.jpg
CASE,Thermaltake,Thermaltake View 290 TG ARGB,128900,1,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/a7e6e63102d520453ad715ba0a11356b.256p.jpg
CASE,ADATA,ADATA XPG VALOR AIR PLUS ARGB,105100,0,"{""Color"": ""White"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://m.media-amazon.com/images/I/4173eJYiyxL.jpg
CASE,Fractal Design,Fractal Design Era ITX,158000,4,"{""Color"": ""Silver"", ""Internal 3.5\"" Bays"": ""1"", ""Side Panel"": ""Tinted Tempered Glass"", ""Max GPU Length"": ""330 mm"", ""Form Factor"": ""Mini ITX Desktop""}",https://cdna.pcpartpicker.com/static/forever/images/product/55d17f3730a3fb119563f0ffafcbac5f.256p.jpg
CASE,Fractal Design,Fractal Design Meshify 2 Compact TG Dark Tint,171400,13,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tinted Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/294a21d464cbb7e44e5403b320a09fdc.256p.jpg
CASE,Antec,Antec CX600M Trio ARGB,147600,1,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""1"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""330 mm"", ""Form Factor"": ""MicroATX Mini Tower""}",https://m.media-amazon.com/images/I/41WrkzJeMyL.jpg
CASE,ENDORFY,ENDORFY Signum 300 ARGB,106400,0,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/26a35682ba12c04c2d52eccd4bbf303e.256p.jpg
