category,brand,name,price,rating_count,specs,image_url
CASE,Montech,Montech AIR 100 ARGB,73700,49,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""MicroATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/24adca630b5c708e106099fc958825a1.256p.jpg
CASE,Lian Li,Lian Li A4-H20 X4,301800,21,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""0"", ""Side Panel"": ""Mesh"", ""Max GPU Length"": ""330 mm"", ""Form Factor"": ""Mini ITX Desktop""}",https://cdna.pcpartpicker.com/static/forever/images/product/5976fcee24c589859552a9f087690430.256p.jpg
CASE,ASUS,Asus Prime AP201,116600,61,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""3"", ""Side Panel"": ""Mesh"", ""Max GPU Length"": ""330 mm"", ""Form Factor"": ""MicroATX Mini Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/e40d8d2f2651fa6faca4e0a4552f8545.256p.jpg
CASE,Fractal Design,Fractal Design North,177600,49,"{""Color"": ""White"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/b27a7e4bc53387580b31da81c7df34ab.256p.jpg
CASE,Antec,Antec C5 ARGB,170200,35,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""1"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/47f5f80539aa5e8cc9f4d5ebe8cd1dd2.256p.jpg
CASE,Lian Li,Lian Li LANCOOL 216,108000,31,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/dc1a8a0fc34540a759fcee0a553949e0.256p.jpg
CASE,Corsair,Corsair 3500X ARGB,176100,20,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/f488ef9e12f2c763481fa0a720647dfd.256p.jpg
CASE,Montech,Montech KING 95 PRO,162500,39,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""5"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/6e645766ef331a1911f2c74016db9efa.256p.jpg
CASE,Fractal Design,Fractal Design Pop Air,116500,23,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Tempered Glass"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/1d7438dfe855e147c0e8b3f235453b2b.256p.jpg
CASE,Fractal Design,Fractal Design North,192300,37,"{""Color"": ""Black"", ""Internal 3.5\"" Bays"": ""2"", ""Side Panel"": ""Mesh"", ""Max GPU Length"": ""380 mm"", ""Form Factor"": ""ATX Mid Tower""}",https://cdna.pcpartpicker.com/static/forever/images/product/3f3fee8b3f2a98afa0703bc19dfb5663.256p.jpg
